STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
CA,STANISLAUS,37.532617,-121.25781699999999,1.0,13.0,Missing/Undefined,2456854.5,22,2456854.5,22
GA,Johnson             ,32.7152,-82.5201,0.07,5.0,Debris Burning,2449830.5,17,2449830.5,18
CA,17,39.02,-120.27333333,0.1,4.0,Campfire,2453989.5,12,2453989.5,12
MS,Walthall,31.12607956,-89.98266921,30.0,7.0,Arson,2450913.5,17,2450913.5,19
GA,Laurens,32.44364167,-82.73979722,1.0,8.0,Children,2456427.5,20,2456427.5,21
GA,Oglethorpe          ,33.8124,-83.0377,0.38,7.0,Arson,2449261.5,16,2449261.5,17
GA,Putnam,33.3497,-83.1958,1.0,1.0,Lightning,2451726.5,16,2451726.5,16
ID,Elmore,43.25217,-115.57343999999999,226.0,2.0,Equipment Use,2455463.5,12,2455464.5,18
NY,Onondaga,43.1498,-75.97800000000001,0.1,9.0,Miscellaneous,2457283.5,21,2457283.5,21
GA,Dougherty           ,31.4816,-84.1158,0.02,6.0,Railroad,2450257.5,15,2450257.5,15
GA,Fulton              ,33.5215,-84.7525,0.6,5.0,Debris Burning,2450190.5,23,2450191.5,0
NJ,Atlantic,39.5844,-74.8372,0.25,9.0,Miscellaneous,2457141.5,10,2457141.5,11
GA,Muscogee            ,32.5617,-84.9079,4.9,7.0,Arson,2448694.5,16,2448694.5,18
GA,Echols              ,30.6585,-83.1331,0.09,9.0,Miscellaneous,2449781.5,19,2449781.5,20
GA,Talbot              ,32.680725,-84.65133333,0.29,5.0,Debris Burning,2456704.5,13,2456704.5,13
NY,RENSSELAER,42.5089,-73.6585,0.5,9.0,Miscellaneous,2456415.5,11,2456415.5,14
MS,Chickasaw,34.0103463,-88.91059015,45.0,7.0,Arson,2450185.5,20,2450186.5,0
KS,Sumner,37.25,-97.53,0.01,3.0,Smoking,2457220.5,21,2457220.5,21
CA,El Dorado,38.761381,-120.905111,0.3,2.0,Equipment Use,2453207.5,13,2453207.5,14
GA,Bartow,34.173,-85.0048,78.37,5.0,Debris Burning,2452341.5,12,2452341.5,12
GA,Burke,33.0235,-81.6644,9.11,5.0,Debris Burning,2452207.5,17,2452207.5,17
NY,CHENANGO,42.60801689,-75.71956654,0.1,9.0,Miscellaneous,2453589.5,10,2453589.5,10
GA,Lincoln             ,33.89016667,-82.52219444,1.6,5.0,Debris Burning,2456817.5,16,2456817.5,17
ID,35,46.685,-115.14166667,5.0,1.0,Lightning,2451052.5,14,2451055.5,13
GA,White               ,34.60212134,-83.78627701,0.5,7.0,Arson,2455610.5,14,2455610.5,15
GA,Brantley            ,31.21985311,-82.10111311,2.25,5.0,Debris Burning,2455768.5,15,2455768.5,16
KY,Floyd,37.61000061,-82.84338379,0.2,5.0,Debris Burning,2456604.5,14,2456604.5,15
MS,Copiah,31.70845344,-90.33240148,30.0,5.0,Debris Burning,2449054.5,13,2449054.5,15
IL,Macoupin,39.130833,-89.83111099999999,0.25,9.0,Miscellaneous,2454506.5,20,2454506.5,20
NY,Erie,42.8932,-78.7543,0.1,3.0,Smoking,2457208.5,10,2457208.5,10
NV,Carson City,39.1583,-119.6958,8.0,9.0,Miscellaneous,2454257.5,14,2454258.5,12
MT,89,47.76194444,-115.71805556,1.0,1.0,Lightning,2455032.5,10,2455036.5,7
OR,023,44.6516667,-118.486667,0.1,1.0,Lightning,2455404.5,7,2455404.5,14
NY,NASSAU,40.67231713,-73.60260894,0.1,9.0,Miscellaneous,2454414.5,20,2454414.5,20
AZ,5,34.6125,-111.40916667,0.1,1.0,Lightning,2451759.5,15,2451759.5,18
AL,Greene,33.005075,-88.134109,44.0,9.0,Miscellaneous,2453892.5,11,2453892.5,17
ID,085,44.23416667,-116.03583333,0.1,1.0,Lightning,2456542.5,16,2456542.5,21
MS,Clarke,31.95334431,-88.85809503,8.0,7.0,Arson,2450369.5,15,2450369.5,17
WV,Harrison,39.15686348,-80.45030412,0.1,5.0,Debris Burning,2450177.5,13,2450177.5,13
NY,LIVINGSTON,42.64220353,-77.59289207,1.48,7.0,Arson,2454573.5,18,2454573.5,18
AR,UNION,33.5834,-92.62736,12.0,9.0,Miscellaneous,2455643.5,16,2455643.5,19
NV,Pershing,41.58323,-118.30098000000001,2.0,9.0,Miscellaneous,2451342.5,18,2451342.5,20
GA,Atkinson,31.2754,-82.7175,2.07,5.0,Debris Burning,2451583.5,15,2451583.5,15
ID,Bingham,43.2752,-111.9741,0.1,1.0,Lightning,2452866.5,17,2452867.5,0
NY,ALBANY,42.68078931,-73.86023389,0.25,9.0,Miscellaneous,2454233.5,5,2454233.5,5
NY,RENSSELAER,42.65593296,-73.70106096,0.38,9.0,Miscellaneous,2452119.5,13,2452119.5,13
NC,Gates,36.46243333,-76.67355,1.1,13.0,Missing/Undefined,2455576.5,15,2455576.5,15
GA,Evans,32.1151,-81.8122,3.0,5.0,Debris Burning,2452334.5,10,2452334.5,10
OH,COLUMBIANA,40.641992,-80.549013,0.25,2.0,Equipment Use,2457343.5,12,2457343.5,13
NJ,Middlesex,40.2074,-74.2725,3.0,6.0,Railroad,2456607.5,19,2456610.5,16
UT,Iron,38.1422,-112.5997,0.3,1.0,Lightning,2454662.5,19,2454663.5,11
MN,Wadena,46.59229965,-94.88702624,2.0,5.0,Debris Burning,2457059.5,17,2457059.5,17
CO,CHEYENNE,38.8026,-102.774,10.0,9.0,Miscellaneous,2455318.5,13,2455318.5,13
NY,SARATOGA,42.8551023,-73.79037593,0.1,7.0,Arson,2454550.5,16,2454550.5,16
NY,NIAGARA,43.08749206,-78.98441635,0.1,7.0,Arson,2454417.5,15,2454417.5,15
KY,Letcher,37.212920000000004,-82.85285999999999,8.0,4.0,Campfire,2454592.5,14,2454592.5,14
GA,Appling             ,31.74767048,-82.32059885,23.7,1.0,Lightning,2455682.5,17,2455682.5,19
SD,103,44.02166667,-104.05361111,1.5,1.0,Lightning,2454317.5,13,2454317.5,17
GA,Colquitt            ,31.19080556,-83.75758333,0.5,5.0,Debris Burning,2457326.5,18,2457326.5,19
NY,SUFFOLK,41.02762165,-72.22561646,0.1,9.0,Miscellaneous,2453920.5,18,2453920.5,18
ME,Aroostook,46.08333213,-67.84999815,0.1,9.0,Miscellaneous,2448727.5,8,2448727.5,8
NV,Humboldt,40.9192,-117.835,0.1,13.0,Missing/Undefined,2454682.5,13,2454682.5,14
OR,Deschutes,43.73305556,-121.37444444,0.8,9.0,Miscellaneous,2456853.5,23,2456855.5,10
GA,Heard               ,33.2302,-84.9548,1.56,5.0,Debris Burning,2450586.5,12,2450586.5,13
AL,Sumter,32.404483,-88.309764,1.0,2.0,Equipment Use,2453077.5,13,2453077.5,15
OK,12,34.119,-95.417,15.0,7.0,Arson,2456778.5,19,2456778.5,21
MS,Lauderdale,32.30249927,-88.89548149999999,2.0,2.0,Equipment Use,2451030.5,16,2451030.5,17
TN,SEVIER,35.74745,-83.68033299999999,50.0,11.0,Powerline,2456342.5,1,2456342.5,3
WA,15,46.2617,-122.5226,0.1,9.0,Miscellaneous,2457158.5,11,2457158.5,13
NM,39,36.84694444,-107.23638889,0.1,1.0,Lightning,2452859.5,10,2452859.5,15
WA,7,47.93888889,-120.52972222,0.3,1.0,Lightning,2452856.5,22,2452857.5,2
GA,Clayton,33.5043,-84.3423,0.64,8.0,Children,2451731.5,7,2451731.5,7
GA,Berrien,31.2584,-83.1155,1.46,5.0,Debris Burning,2452435.5,13,2452435.5,13
MT,89,47.32777778,-114.81944444,0.1,1.0,Lightning,2454256.5,18,2454257.5,14
GA,Evans               ,32.0465,-81.9135,3.06,5.0,Debris Burning,2449030.5,12,2449031.5,13
MS,Jackson,30.620088199999998,-88.70912829,1.0,7.0,Arson,2450714.5,15,2450714.5,16
MS,Alcorn,34.99010314,-88.49860589,10.0,5.0,Debris Burning,2450042.5,13,2450042.5,14
WV,Cabell,38.239762299999995,-82.26464385,12.0,5.0,Debris Burning,2449835.5,16,2449835.5,16
NY,RENSSELAER,42.64079698,-73.69944447,0.5,9.0,Miscellaneous,2453179.5,14,2453179.5,14
AL,Tallapoosa,33.024491,-85.913333,1.0,9.0,Miscellaneous,2452901.5,19,2452901.5,19
WA,65,48.8179,-118.1637,6.0,5.0,Debris Burning,2457120.5,13,2457272.5,15
GA,Catoosa             ,34.8758,-85.0323,0.3,8.0,Children,2449444.5,13,2449444.5,14
AL,Talladega,33.11589,-86.217548,1.0,5.0,Debris Burning,2453020.5,12,2453020.5,13
CA,MENDOCINO,39.2358,-123.17828300000001,0.25,13.0,Missing/Undefined,2456432.5,20,2456432.5,23
FL,Hamilton,30.5469,-82.9781,1.0,5.0,Debris Burning,2457163.5,15,2457163.5,16
PA,COLUMBIA,41.20666667,-76.42555556,0.75,3.0,Smoking,2452301.5,15,2452301.5,15
KS,Reno,38.12,-97.92,5.0,5.0,Debris Burning,2457086.5,13,2457086.5,14
CA,PLACER,39.0785,-120.95998,0.1,13.0,Missing/Undefined,2456899.5,20,2456899.5,20
NC,Richmond,34.98771667,-79.78101667,3.0,5.0,Debris Burning,2456324.5,11,2456324.5,12
MN,St. Louis,46.79715489,-92.58913831,0.5,9.0,Miscellaneous,2455879.5,13,2455879.5,14
TN,MCMINN,35.396716999999995,-84.54145,0.1,9.0,Miscellaneous,2454252.5,12,2454252.5,15
NY,QUEENS,40.74812904,-73.90623999,0.1,9.0,Miscellaneous,2453092.5,12,2453092.5,12
AL,Colbert,34.726187,-87.855652,0.2,7.0,Arson,2453804.5,11,2453804.5,11
AZ,3,31.92083333,-109.20138889,0.1,1.0,Lightning,2452044.5,13,2452044.5,18
UT,Washington,37.0853,-113.2247,0.1,1.0,Lightning,2452489.5,14,2452489.5,19
GA,Charlton            ,30.80886111,-82.04441667,2.8,5.0,Debris Burning,2456705.5,11,2456705.5,12
AL,Cherokee,34.400804,-85.503189,17.0,7.0,Arson,2453661.5,21,2453661.5,22
NC,Montgomery,35.21733333,-79.84883333,1.0,5.0,Debris Burning,2456368.5,14,2456368.5,15
AZ,Pima,32.109481800000005,-110.66560030000001,15.0,7.0,Arson,2449531.5,15,2449532.5,3
MS,Forrest,31.20206082,-89.29470899,4.0,7.0,Arson,2448671.5,13,2448671.5,14
TN,Weakley,36.1816667,-88.8266667,2.0,5.0,Debris Burning,2453723.5,12,2453723.5,13
GA,Newton              ,33.607,-83.9525,0.48,5.0,Debris Burning,2449792.5,13,2449792.5,13
WV,Wayne,38.13259518,-82.54846621,3.0,7.0,Arson,2451603.5,13,2451603.5,13
GA,Douglas,33.64444444,-84.72611111,4.0,1.0,Lightning,2456112.5,18,2456112.5,20
WV,Mingo,37.95533073,-82.24493106,30.0,7.0,Arson,2451848.5,16,2451848.5,16
TN,DYER,36.0741,-89.486333,1.0,2.0,Equipment Use,2456329.5,15,2456329.5,16
MS,Tishomingo,34.78391135,-88.34995658,15.0,7.0,Arson,2451274.5,15,2451274.5,17
NV,Lincoln,37.5911,-114.5278,0.1,1.0,Lightning,2452850.5,18,2452850.5,20
OR,Deschutes,43.79888889,-121.72972222,0.6,9.0,Miscellaneous,2456815.5,17,2456815.5,18
CO,Pueblo,38.2882,-104.6547,0.1,5.0,Debris Burning,2456605.5,17,2456605.5,18
TN,Benton,36.03,-88.07166670000001,1.0,5.0,Debris Burning,2453604.5,7,2453604.5,8
UT,Iron,38.1467,-113.595,7.0,1.0,Lightning,2454654.5,15,2454657.5,17
KY,Lee,37.5911,-83.72355,2.0,5.0,Debris Burning,2454221.5,1,2454221.5,1
NV,3,36.42027778,-115.65944444,0.01,1.0,Lightning,2455030.5,12,2455032.5,16
GA,Pulaski,32.30188333,-83.36994167,1.8,5.0,Debris Burning,2456316.5,15,2456316.5,16
GA,Mitchell            ,31.0873,-84.2152,16.57,7.0,Arson,2448655.5,13,2448655.5,14
VA,171,38.60166667,-78.63,25.0,1.0,Lightning,2451068.5,18,2451082.5,18
GA,Stewart             ,32.14040238,-84.66096309999999,8.8,5.0,Debris Burning,2455641.5,16,2455641.5,18
NY,MONROE,43.15759549,-77.60430775,1.3,9.0,Miscellaneous,2454933.5,16,2454933.5,16
ID,Jerome,42.63,-114.5164,0.1,4.0,Campfire,2456997.5,21,2456997.5,22
WI,Juneau,44.00121681,-90.24430203,1.0,5.0,Debris Burning,2450182.5,15,2450182.5,15
MS,Winston,33.13753065,-89.07619173,5.0,7.0,Arson,2449090.5,17,2449090.5,18
ME,PENOBSCOT,45.668861,-68.506917,0.2,2.0,Equipment Use,2456066.5,16,2456066.5,17
CA,SANTA CRUZ,37.142519,-122.02089099999999,0.25,7.0,Arson,2456917.5,4,2456917.5,5
MO,Johnson,38.78638889,-94.02777778,1.0,9.0,Miscellaneous,2457365.5,12,2457365.5,12
UT,Washington,37.2678,-113.3667,0.2,1.0,Lightning,2453584.5,14,2453585.5,18
MS,Harrison,30.57828798,-89.18659801,8.0,7.0,Arson,2451204.5,14,2451204.5,16
UT,San Juan,37.6786,-109.3664,0.1,1.0,Lightning,2455761.5,10,2455761.5,12
KY,Logan,37.02575,-86.86613,17.0,4.0,Campfire,2455260.5,14,2455260.5,14
SC,Colleton County,33.086178000000004,-80.693306,2.0,5.0,Debris Burning,2455727.5,14,2455727.5,16
OR,061,45.79777778,-117.84972222,0.1,1.0,Lightning,2457247.5,15,2457247.5,19
CA,019,37.31888889,-119.14722222,0.1,1.0,Lightning,2457180.5,0,2457180.5,17
KY,Perry,37.403059999999996,-83.20074,8.0,9.0,Miscellaneous,2454388.5,16,2454389.5,16
GA,Long                ,31.7037,-81.7343,0.12,6.0,Railroad,2449851.5,14,2449851.5,15
CA,Riverside,33.735239,-117.28388100000001,0.1,8.0,Children,2450994.5,8,2450994.5,9
NY,ALBANY,42.69826119,-73.81727914,0.75,1.0,Lightning,2453105.5,17,2453105.5,17
MS,Yazoo,32.72907795,-90.37482840000001,3.0,5.0,Debris Burning,2450286.5,12,2450286.5,13
TX,Panola,32.08583333,-94.53036667,1.0,2.0,Equipment Use,2455672.5,22,2455673.5,0
MS,TALLAHATCHIE,34.01286111,-90.05861114,11.0,5.0,Debris Burning,2456742.5,19,2456742.5,21
WI,Portage,44.436809999999994,-89.64471,0.2,6.0,Railroad,2456072.5,15,2456072.5,15
ID,Ada,43.2786,-116.0969,0.1,1.0,Lightning,2451709.5,12,2451709.5,18
MT,61,47.10194444,-114.98583333,0.1,1.0,Lightning,2452861.5,12,2452861.5,19
UT,Grand,38.73064,-109.36975,0.1,13.0,Missing/Undefined,2455699.5,11,2455699.5,12
GA,Liberty             ,31.755,-81.6133,4.8,7.0,Arson,2449822.5,20,2449822.5,21
MT,Flathead,48.2949,-114.1339,5.0,2.0,Equipment Use,2457238.5,15,2457238.5,16
MI,Kalkaska,44.72071268,-85.04277557,1.1,2.0,Equipment Use,2448844.5,13,2448845.5,11
CA,Siskiyou,41.920221999999995,-122.58190800000001,1.0,9.0,Miscellaneous,2453885.5,18,2453885.5,20
NY,ESSEX,44.43608439,-73.68301069,1.2,9.0,Miscellaneous,2454214.5,15,2454214.5,15
MS,Kemper,32.88095313,-88.82246349,2.0,5.0,Debris Burning,2450467.5,12,2450467.5,13
NY,ORANGE,41.38247366,-74.67778885,2.0,7.0,Arson,2452476.5,16,2452476.5,16
AR,BRADLEY,33.649029999999996,-92.07404,1.0,5.0,Debris Burning,2456071.5,17,2456071.5,18
AL,Covington,31.256103000000003,-86.47194499999999,20.0,5.0,Debris Burning,2453803.5,20,2453803.5,21
NY,LEWIS,43.81728804,-75.81738706,0.1,7.0,Arson,2454254.5,8,2454254.5,8
FL,077,29.98527778,-84.97555556,0.6,1.0,Lightning,2456064.5,18,2456064.5,21
NY,CHEMUNG,42.19368242,-76.81159209,0.1,7.0,Arson,2454905.5,14,2454905.5,14
MS,Lamar,31.070455699999997,-89.50802424,14.0,7.0,Arson,2450125.5,16,2450125.5,17
NY,NEW YORK,40.86888273,-73.91759117,0.1,9.0,Miscellaneous,2452615.5,19,2452615.5,19
GA,Effingham           ,32.3034,-81.2245,0.09,7.0,Arson,2450577.5,15,2450577.5,16
NC,Camden,36.31253333,-76.14645,13.0,5.0,Debris Burning,2456608.5,12,2456608.5,13
MT,63,46.83111111,-114.14305556,0.1,4.0,Campfire,2452843.5,22,2452844.5,10
ID,049,46.48916667,-115.48916667,0.1,1.0,Lightning,2456530.5,7,2456530.5,16
AZ,Mohave,35.1939,-113.8825,0.8,1.0,Lightning,2454657.5,18,2454657.5,18
ID,49,45.50277778,-116.15861111,369.0,1.0,Lightning,2453592.5,6,2453624.5,14
NM,Valencia,34.809459999999994,-106.70803000000001,0.5,5.0,Debris Burning,2454964.5,10,2454964.5,10
WA,Okanogan County,48.4726,-120.0979,0.2,4.0,Campfire,2456074.5,15,2456079.5,13
MS,HINDS,32.38597507,-90.23568288,5.0,9.0,Miscellaneous,2456789.5,19,2456789.5,22
GA,241,34.78277778,-83.41861111,0.4,9.0,Miscellaneous,2452771.5,15,2452771.5,16
CO,Jefferson,39.6753,-105.1139,0.1,2.0,Equipment Use,2456454.5,10,2456454.5,10
GA,Jeff Davis          ,31.8239,-82.6993,0.06,3.0,Smoking,2450020.5,11,2450020.5,11
TX,Shackelford,32.74913333,-99.55055,2200.0,2.0,Equipment Use,2457267.5,13,2457268.5,17
NY,ONONDAGA,43.099415,-76.31352298,0.1,9.0,Miscellaneous,2455829.5,9,2455829.5,9
GA,Haralson,33.73836389,-85.08863333,6.3,5.0,Debris Burning,2456264.5,14,2456264.5,15
OR,19,43.27833333,-122.45,0.1,4.0,Campfire,2451062.5,12,2451062.5,12
NC,Lenoir,35.07615,-77.61356666,0.5,5.0,Debris Burning,2456959.5,16,2456959.5,16
CO,Eagle,39.9042,-106.8845,0.3,1.0,Lightning,2452099.5,8,2452099.5,17
MS,Smith,32.07535754,-89.35733232,80.0,7.0,Arson,2450887.5,16,2450887.5,18
GA,Warren              ,33.2638,-82.6851,0.27,3.0,Smoking,2450529.5,14,2450529.5,15
TN,RHEA,35.754567,-84.88595,99.0,7.0,Arson,2456407.5,16,2456407.5,18
TX,Hunt,33.20050415,-95.87682428,30.0,2.0,Equipment Use,2455753.5,14,2455753.5,18
AZ,Pinal,32.57770492,-111.31543642,0.25,13.0,Missing/Undefined,2449859.5,19,2449859.5,20
GA,Warren,33.51251034,-82.73400278,0.81,9.0,Miscellaneous,2456105.5,21,2456105.5,23
CO,37,39.62,-106.44111111,0.1,4.0,Campfire,2455083.5,11,2455083.5,12
ID,Idaho,45.8517,-116.7889,5700.0,1.0,Lightning,2454280.5,16,2454287.5,17
GA,Seminole,31.04725925,-84.75752884,2.0,1.0,Lightning,2456053.5,15,2456053.5,16
NC,Moore,35.20356667,-79.15221667,2.0,5.0,Debris Burning,2456639.5,12,2456639.5,12
TN,LAWRENCE,35.00775,-87.254233,2.5,5.0,Debris Burning,2455590.5,0,2455590.5,16
NY,CHAUTAUQUA,42.07642293,-79.25480606,0.1,9.0,Miscellaneous,2454914.5,18,2454914.5,18
KY,Casey,37.24457,-84.72578,20.0,5.0,Debris Burning,2454752.5,13,2454752.5,13
GA,Charlton            ,30.3668,-82.1601,0.75,5.0,Debris Burning,2449497.5,16,2449497.5,17
GA,Floyd,34.420408,-85.11069993,0.8,5.0,Debris Burning,2456072.5,16,2456072.5,18
MS,Alcorn,34.86596513,-88.46298887,2.0,7.0,Arson,2448686.5,13,2448686.5,13
GA,Johnson,32.6467,-82.4996,0.18,7.0,Arson,2451886.5,1,2451886.5,1
MN,Morrison,45.87304354,-93.97282394,120.0,7.0,Arson,2456021.5,21,2456022.5,3
GA,Burke               ,33.2293,-82.1535,10.85,5.0,Debris Burning,2449797.5,10,2449797.5,13
GA,Wayne,31.6523,-81.9958,1.02,5.0,Debris Burning,2451973.5,15,2451973.5,15
MI,135,44.63055556,-84.11194444,2.0,7.0,Arson,2452834.5,13,2452834.5,15
CA,061,39.2522222,-120.074444,0.1,4.0,Campfire,2455367.5,11,2455367.5,12
MS,Rankin,32.39060986,-89.76276729,2.0,1.0,Lightning,2449857.5,16,2449857.5,19
MS,Greene,31.16572638,-88.72075225,2.0,7.0,Arson,2449038.5,20,2449038.5,21
CO,Fremont,38.4883,-105.6894,0.1,1.0,Lightning,2452069.5,10,2452070.5,11
AR,HOT SPRING,34.30757,-93.0095,1.0,5.0,Debris Burning,2455779.5,16,2455779.5,18
NY,MONROE,43.12192066,-77.55956431,0.1,1.0,Lightning,2453950.5,9,2453950.5,9
NC,Northampton,36.4915,-77.72800000000001,0.1,3.0,Smoking,2455390.5,12,2455390.5,13
OK,Cherokee,35.99300014,-95.16200249,40.0,13.0,Missing/Undefined,2449751.5,19,2449751.5,23
MT,Garfield,47.4758,-107.5392,8.0,13.0,Missing/Undefined,2453632.5,16,2453632.5,18
GA,Taylor              ,32.4929,-84.137,9.38,2.0,Equipment Use,2449089.5,14,2449089.5,16
NY,Erie,42.5309,-78.7392,2.2,9.0,Miscellaneous,2457124.5,15,2457124.5,16
AL,Talladega,33.218697999999996,-86.354109,28.0,7.0,Arson,2454867.5,11,2454867.5,14
KY,Laurel,37.19859,-84.2113,60.0,5.0,Debris Burning,2454171.5,13,2454171.5,13
ID,15,44.07333333,-115.39361111,0.1,1.0,Lightning,2453930.5,11,2453930.5,17
WV,Upshur,39.09374657,-80.23688018,0.2,5.0,Debris Burning,2448719.5,15,2448719.5,15
MS,Hancock,30.49195384,-89.53574354,15.0,7.0,Arson,2448660.5,13,2448660.5,15
AZ,Cochise,31.54876665,-109.77037953,7.0,1.0,Lightning,2449176.5,16,2449176.5,19
NY,RENSSELAER,42.93485422,-73.29912777,1.23,9.0,Miscellaneous,2454576.5,15,2454576.5,15
NY,ST LAWRENCE,44.79948292,-74.78244684,0.42,7.0,Arson,2454943.5,20,2454943.5,20
SC,Williamsburg County,33.698044,-79.95813000000001,3.0,5.0,Debris Burning,2456675.5,16,2456675.5,18
NY,FULTON,43.0642562,-74.37548647,0.66,9.0,Miscellaneous,2454188.5,13,2454188.5,13
GA,Burke               ,33.0407,-81.7459,14.7,7.0,Arson,2448660.5,17,2448660.5,17
NY,JEFFERSON,44.325,-75.709,0.1,9.0,Miscellaneous,2456024.5,14,2456024.5,16
NY,RICHMOND,40.61131264,-74.08280812,0.1,9.0,Miscellaneous,2452491.5,16,2452491.5,16
MS,Rankin,32.17505049,-90.01510454,6.0,2.0,Equipment Use,2451390.5,17,2451390.5,18
WA,33,47.37055556,-121.53527778,0.5,9.0,Miscellaneous,2455016.5,17,2455016.5,20
ID,37,44.18638889,-114.82138889,0.5,1.0,Lightning,2453584.5,14,2453585.5,8
GA,Chattooga,34.5502,-85.2575,5.25,7.0,Arson,2451804.5,17,2451804.5,17
OK,McCurtain,34.0285,-94.70833333,10.0,5.0,Debris Burning,2453003.5,14,2453003.5,14
NC,Cumberland,34.88933333,-78.78636666,1.0,7.0,Arson,2456759.5,16,2456759.5,17
FL,Martin,27.1415,-80.3184,1.0,9.0,Miscellaneous,2455679.5,12,2455679.5,13
CA,Placer,38.90555,-121.12631100000002,0.1,2.0,Equipment Use,2451772.5,10,2451772.5,11
MI,069,44.65111111,-83.80444444,3.0,9.0,Miscellaneous,2451312.5,21,2451312.5,22
GA,Laurens             ,32.424,-83.0258,0.23,9.0,Miscellaneous,2449038.5,11,2449038.5,11
NM,055,36.81388889,-105.55138889,0.1,1.0,Lightning,2456481.5,6,2456481.5,12
NY,CAYUGA,43.16677151,-76.57258329,0.52,5.0,Debris Burning,2454559.5,15,2454559.5,15
PA,BEDFORD,40.11277778,-78.60027778,2.0,5.0,Debris Burning,2452390.5,14,2452390.5,14
WV,Logan,37.88941607,-82.10382817,40.0,5.0,Debris Burning,2451634.5,20,2451635.5,20
GA,Terrell,31.6874,-84.4376,1.2,5.0,Debris Burning,2451578.5,14,2451578.5,14
WV,Mineral,39.32436545,-79.09740676,11.0,5.0,Debris Burning,2451225.5,13,2451225.5,13
MS,Attala,33.09481071,-89.57390265,150.0,2.0,Equipment Use,2450158.5,14,2450158.5,20
NY,JEFFERSON,44.23882773,-75.80341986,0.25,9.0,Miscellaneous,2453477.5,15,2453477.5,15
TX,Tyler,30.63216667,-94.19266667,2.0,1.0,Lightning,2455719.5,16,2455719.5,20
MS,Lawrence,31.65063017,-90.14537445,1.0,5.0,Debris Burning,2449965.5,14,2449965.5,15
NY,RICHMOND,40.59884801,-74.13087398,0.1,9.0,Miscellaneous,2453091.5,0,2453091.5,0
NY,STEUBEN,42.49427559,-77.4930532,0.94,9.0,Miscellaneous,2453823.5,15,2453823.5,15
CA,MONTEREY,36.403444,-121.316493,0.01,13.0,Missing/Undefined,2457308.5,9,2457308.5,9
NC,Brunswick,34.25505,-78.00451666,0.2,9.0,Miscellaneous,2456828.5,18,2456828.5,19
NC,Nash,36.12108333,-77.8859,0.7,5.0,Debris Burning,2456706.5,15,2456706.5,16
NJ,Ocean,40.057838399999994,-74.13718320000001,0.25,4.0,Campfire,2456171.5,19,2456176.5,11
ID,17,48.80666667,-116.92333333,0.1,1.0,Lightning,2451411.5,16,2451411.5,21
AL,Monroe,31.4652632,-87.325897,3.0,5.0,Debris Burning,2455600.5,14,2455600.5,15
OK,Latimer,35.08138889,-95.24027778,40.0,7.0,Arson,2456235.5,23,2456236.5,1
SC,Clarendon County,33.621868,-80.340248,11.0,2.0,Equipment Use,2455620.5,12,2455620.5,13
NC,Rowan,35.74495,-80.605,0.1,2.0,Equipment Use,2456249.5,18,2456249.5,19
OK,Delaware,36.3571012,-94.85479749,0.1,13.0,Missing/Undefined,2448674.5,11,2448674.5,11
KY,203,37.275,-84.245,1.0,7.0,Arson,2450903.5,19,2450903.5,22
CO,Rio Blanco,40.0719,-108.2314,0.1,1.0,Lightning,2454325.5,14,2454325.5,16
WV,Logan,37.80321592,-81.84741698,3.0,10.0,Fireworks,2451336.5,16,2451336.5,16
WV,Wayne,38.23468757,-82.43684301,0.1,5.0,Debris Burning,2453469.5,19,2453469.5,19
AL,Montgomery,32.06071,-86.09058399999999,8.0,5.0,Debris Burning,2452913.5,12,2452913.5,14
TN,BENTON,35.955433,-88.046767,1.0,8.0,Children,2456243.5,13,2456243.5,15
FL,Brevard,28.5975,-80.9405,15.0,9.0,Miscellaneous,2455568.5,14,2455568.5,16
MS,TISHOMINGO,34.74310555,-88.20964925,1.0,5.0,Debris Burning,2456687.5,13,2456687.5,15
FL,Hamilton,30.4828,-82.705,5.0,1.0,Lightning,2455729.5,8,2455729.5,12
FL,Glades,26.7902,-81.4762,2.5,7.0,Arson,2456073.5,12,2456073.5,14
NY,Greene,42.4019,-73.8885,0.1,8.0,Children,2457334.5,12,2457334.5,14
TN,CAMPBELL,36.3474,-84.190067,0.25,7.0,Arson,2456248.5,17,2456248.5,19
ME,YORK,43.416944,-70.86975,0.15,5.0,Debris Burning,2456767.5,16,2456767.5,16
WV,Jackson,38.96208857,-81.75976632,1.0,5.0,Debris Burning,2450176.5,15,2450176.5,15
GA,Jeff Davis          ,31.8582,-82.478,9.87,8.0,Children,2449159.5,7,2449159.5,8
MT,63,47.50361111,-113.84777778,0.1,1.0,Lightning,2453960.5,14,2453960.5,16
CA,MERCED,36.998267,-120.873433,1.0,5.0,Debris Burning,2456474.5,22,2456474.5,22
FL,Polk,27.7844,-81.9845,1.0,5.0,Debris Burning,2455585.5,15,2455585.5,16
MS,Neshoba,32.70376777,-89.24842396,2.0,7.0,Arson,2451098.5,12,2451098.5,13
MI,CLARE,44.1258,-84.7791,0.1,10.0,Fireworks,2452104.5,20,2452104.5,20
GA,Bryan North         ,32.1493,-81.6303,0.84,5.0,Debris Burning,2450462.5,14,2450462.5,15
